txt_CCSqK,Story Chapter 6: [c][00ffff]Uncertain Outcomes[-][/c],,,,,,,,История Глава 6: [c][00ffff]Неопределенные результаты[-][/c],,,,,,,,
actdescDandR,"[i]Q: Which items are affected by durability?[/i]\nT2 Weapons and Suits. (Basic weapons and tools currently have no durability: pistol, shotgun, assault rifle, sniper).\n\n[i]Q: How does durability work for weapons?[/i]\nA: When you shoot the weapon there is a chance that durability is reduced.\n\n[i]Q: How does durability work for suits?[/i]\nDurability is reduced when you get hit by a weapon. There is no 'idle degradation' for just using the armor or standing around, only damage.\n\n[i]Q: Can i repair my suit?[/i]\nYes. You need a REPAIR STATION. Just place the item in the inventory and click REPAIR.\n\n[i]Q: Can i repair my weapons?[/i]\nYes. You need a REPAIR STATION. Just place the item in the inventory and click REPAIR.",,,,,,,,"[i]Вопрос: На какие предметы влияет долговечность?[/i]\nОружие и костюмы Т2. (Основное оружие и инструменты в настоящее время не имеют долговечности: пистолет, дробовик, штурмовая винтовка, снайпер).\n\n[i]Вопрос: Как долговечность работает для оружия?[/i]\nA: Когда вы стреляете из оружия, есть вероятность, что долговечность снижается.\n\n[i]Вопрос: Как долговечность работает для костюмов?[/i]\nДолговечность уменьшается, когда в вас попадает оружие. Нет никакой "простой деградации" для простого использования брони или стояния вокруг, только урон.\n\n[i]Вопрос: Могу ли я починить свой костюм?[/i]\nДа. Вам нужна РЕМОНТНАЯ СТАНЦИЯ. Просто поместите товар в инвентарь и нажмите кнопку ВОССТАНОВИТЬ.\n\n[i]Вопрос: Могу ли я починить свое оружие?[/i]\nДа. Вам нужна РЕМОНТНАЯ СТАНЦИЯ. Просто поместите товар в инвентарь и нажмите кнопку ВОССТАНОВИТЬ.",,,,,,,,
actdescInstances,"[i]Q: Are Instances limited for a number of players or by time?[i]\nDepends on how the creator has set it up. Can be done in the playfield.yaml of the instance. Instance:\n[b]Time: 100 # minutes until this instance has to be completed and players are kicked\nMaxPlayers: 3 # portal closes after his amount of players entered\nPortalOpen: 120 # seconds the portal is open\nCooldown: 90 # seconds the portal is closed after it was open (cooldown time)[/b]\n\n[i]Q: Can i re-enter my instance?[i]\nA1: Yes. The portal to your instance is shown purple in this case.\nA2: Re-entering an instance is possible as long as the instance is 'alive' (TIME setting)\n\n[i]Q: Can other players follow me into the instance?[i]\nA1: Basically yes. They can follow you as long as a) there is more than 1 player allowed and b) in this case as long as the portal is open.\n\n[i]Q: Do i have to wait until a player or group has 'finished' the instance?[i]\nNo, there can be multiple parallel instances.\n\n[i]Q: Can i use the blueprint library in an Instance?[i]\nCan be set on/off by the creator in the yaml of the playfield.\n\n[i]Q: What happens when the time runs out on a instance and i am still inside?[/i]\nYou get teleported outside the instance and either keep your stuff or lose all your stuff. This can be adjusted by the creator in the playfield.yaml",,,,,,,,"[i]Вопрос: Ограничены ли экземпляры для нескольких игроков или по времени?[i]\nЗависит от того, как создатель настроил его. Это можно сделать на игровом поле.ямл экземпляра. Экземпляр:\n[b]Время: 100 # минут, пока этот экземпляр не будет завершен и игроки не будут выгнаны\nMaxPlayers: 3 # портал закрывается после того, как его количество игроков введено\nPortalOpen: 120 # секунд портал открыт\nВремя восстановления: 90 # секунд портал закрыт после того, как он был открыт (время восстановления)[/b]\n\n[i]Вопрос: Могу ли я повторно войти в свой экземпляр?[i]\nА1: Да. В этом случае портал в ваш экземпляр отображается фиолетовым цветом.\nA2: Повторный ввод экземпляра возможен до тех пор, пока экземпляр " жив " (настройка ВРЕМЕНИ)\n\n[i]Q: Могут ли другие игроки следовать за мной в экземпляр?[i]\nА1: В основном да. Они могут следовать за вами до тех пор, пока а) разрешено более 1 игрока и б) в этом случае, пока открыт портал.\n\n[i]Вопрос: Должен ли я ждать, пока игрок или группа "закончат" экземпляр?[i]\nНет, может быть несколько параллельных экземпляров.\n\n[i]Вопрос: Могу ли я использовать библиотеку чертежей в экземпляре?[i]\nМожет быть включен/выключен создателем в yaml игрового поля.\n\n[i]Вопрос: Что происходит, когда время на экземпляре истекает, а я все еще нахожусь внутри?[/i]\nВы телепортируетесь за пределы экземпляра и либо сохраняете свои вещи, либо теряете все свои вещи. Это может быть скорректировано создателем в playfield.yaml",,,,,,,,
acttitleSIwork,How does SI Work?,,,,,,,,Как работает СИ?,,,,,,,,
actdescSIwork,"Here are a few basic SI rules you need to take into account: \n\n1. Only blocks that are touching the ground will be 100% stable (does not depend on the material used) \n\n2. You can only achieve 100% stability for a vertical row of blocks, if the lowest block is touching the ground. If you have a 100% stable block, a so called 'anchor block', you can build a vertical pillar on top of it as high as the sky. There is no vertical limit (yet). \n\n3. If you add blocks to such a 100% stable pillar in any horizontal direction, so each block that is attached in a row, any additional block will have a lower stability - until the row reaches a breaking point. The maximum range or breaking point for a horizontal, floating, not supported beam made out of any of the four base materials is 12 blocks. Note: The anchor block will keep its stability, as there is no such thing as shear force (yet)! [u]Tip:[/u] if your line or area of blocks is showing weak spots, just build a supporting pillar! \n\n4. Do not put heavy materials or devices on top of an already weak beam or weak foundation. You might risk the construction to collapse and your devices will be destroyed.",,,,,,,,"Вот несколько основных правил СИ, которые вы должны учитывать: \n\n1. Только блоки, которые касаются земли, будут на 100% стабильны (не зависит от используемого материала) \n\n2. Вы можете достичь 100% стабильности только для вертикального ряда блоков, если самый низкий блок касается земли. Если у вас есть 100% стабильный блок, так называемый "якорный блок", вы можете построить вертикальный столб на его вершине высотой до неба. Вертикального предела (пока) нет. \n\n3. Если вы добавите блоки к такому 100% стабильному столбу в любом горизонтальном направлении, так что каждый блок, прикрепленный в ряд, будет иметь меньшую стабильность - до тех пор, пока ряд не достигнет точки разрыва. Максимальная дальность или точка разрыва для горизонтальной, плавающей, не поддерживаемой балки, изготовленной из любого из четырех базовых материалов, составляет 12 блоков. Примечание: Анкерный блок сохранит свою устойчивость, так как нет такой вещи, как сила сдвига (пока)! [u]Совет:[/u] если ваша линия или область блоков показывает слабые места, просто постройте опорную колонну! \n\n4. Не кладите тяжелые материалы или устройства поверх и без того слабой балки или слабого фундамента. Вы можете рискнуть, что конструкция рухнет, и ваши устройства будут уничтожены.",,,,,,,,
actdescBAcollaps,"[i]Q: My base has suddenly broken apart. What did i do wrong?[/i]\n- If you started a blueprint from Pre-Alpha, first start a creative game, switch off SI (Open Console with Tabulator button, enter 'SI off') and make a new blueprint. This will fix most of the problems – except a non-SI conform design.\n- Hold N and select the SI Overlay to visualize the structural integrity of your base while building. \n- Technical note: The SI is recalculated with every new block you are adding or removing - not in advance!",,,,,,,,"[i]В: Моя база внезапно распалась. Что я сделал не так?[/i]\n- Если вы запустили чертеж из Pre-Alpha, сначала запустите творческую игру, выключите SI (Откройте консоль с помощью кнопки табулятора, введите "SI off") и создайте новый чертеж. Это устранит большинство проблем – за исключением конструкции, не соответствующей СИ.\n- Удерживайте N и выберите наложение SI, чтобы визуализировать структурную целостность вашей базы во время строительства. \n- Техническое примечание: СИ пересчитывается с каждым новым блоком, который вы добавляете или удаляете - не заранее!",,,,,,,,
actdescSIoff,"[i]Q: Can I deactivate SI?[/i]\nYes, but only for Single Player. Open the Console (TAB by default) and type in 'SI off'.",,,,,,,,"[i]Вопрос: Могу ли я отключить СИ?[/i]\nДа, но только для одного игрока. Откройте консоль (вкладка по умолчанию) и введите "SI off".",,,,,,,,
tasktitleBuilding,Building - Part I,,,,,,,,Здание - Часть I,,,,,,,,
actdescMatz,"[i]Q: Which building materials are available in the game?[/i]\nYou can choose from four different materials: \n- [u]Wood:[/u] easy to acquire in large numbers from all trees (use Chainsaw or Harvester Module), but very low HP and Armor.\n- [u]Concrete:[/u] a good and durable alternative to steel and very easy to craft in high numbers. You only need rock dust.\n- [u]Steel:[/u] not changed.\n- [u]Hardened Steel:[/u] the most durable material in the game, twice the hit points compared to steel – but also needs twice the time and resources to produce.",,,,,,,,"[i]Вопрос: Какие строительные материалы доступны в игре?[/i]\nВы можете выбрать один из четырех различных материалов: \n- [u]Дерево:[/u] легко приобрести в большом количестве со всех деревьев (используйте бензопилу или модуль комбайна), но очень низкие HP и Броня.\n- [u]Бетон:[/u] хорошая и прочная альтернатива стали и очень простая в изготовлении в больших количествах. Вам нужна только каменная пыль.\n- [u]Сталь:[/u] не изменено.\n- [u]Закаленная сталь:[/u] самый прочный материал в игре, в два раза больше хитов по сравнению со сталью, но также требует в два раза больше времени и ресурсов для производства.",,,,,,,,
acttitleBlocks,Block Shapes and Families,,,,,,,,Формы и семейства блоков,,,,,,,,
actdescBlocks,"[i]Q: How do I access the shapes for the building blocks (SURVIVAL & CREATIVE)?[/i]\nMove a building block to your toolbelt. Highlight it and hit the RIGHT-MOUSE button. This will open the new block-manager with all the shapes.\n\n[i]Q: Which of the building blocks are organized in such 'block families', available with the new block-shapes menu?[/i]\nCurrently the following building blocks are organized that way: Basic Building Block Materials (wood, concrete, steel, hardened steel), Windows, Truss, Stairs, Walkways, Deco (beds etc.), Consoles (Deco), Artificial Indoor Plants and Alien Blocks (for creative only).",,,,,,,,"[i]Вопрос: Как получить доступ к формам для строительных блоков (ВЫЖИВАНИЕ И ТВОРЧЕСТВО)?[/i]\nПереместите строительный блок на пояс с инструментами. Выделите его и нажмите ПРАВУЮ кнопку мыши. Это откроет новый блок-менеджер со всеми фигурами.\n\n[i]Вопрос: Какие из строительных блоков организованы в такие "семейства блоков", доступные в новом меню "Формы блоков"?[/i]\nВ настоящее время таким образом организованы следующие строительные блоки: Основные строительные материалы (дерево, бетон, сталь, закаленная сталь), Окна, Фермы, Лестницы, Дорожки, Деко (кровати и т. Д.), Консоли (Деко), Искусственные комнатные растения и Инопланетные блоки (только для творчества).",,,,,,,,
actdescBrotate,"[i]Q: How does the block rotation work?[/i]\nYou can rotate blocks BEFORE and AFTER you have placed them: \n\n[u]BEFORE:[/u] If you want to place a new block, you might notice a green line sticking out from the block. This is the ROTATION AXIS. Change with INSERT or DELETE (Default). If you use HOME or END (default), the block will rotate around the Axis line clockwise or counter-clockwise! Use PAGE UP and PAGE DOWN buttons to move the block up and down vertically! \n\n[u]AFTER:[/u] If you placed a block and would want to rotate it afterwards, you need to equip the Multitool and use its Rotation-Mode (Select via RMB). Aim at a block and you will see the ROTATION AXIS. From here, rotating the block works like when placing a new block (INS/DEL to change Axis, HOME/END to rotate the block).",,,,,,,,"[i]Вопрос: Как работает вращение блока?[/i]\nВы можете вращать блоки ДО и ПОСЛЕ их размещения: \n\n[u]ДО:[/u] Если вы хотите разместить новый блок, вы можете заметить зеленую линию, торчащую из блока. Это ОСЬ ВРАЩЕНИЯ. Изменение с помощью ВСТАВКИ или УДАЛЕНИЯ (по умолчанию). Если вы используете HOME или END (по умолчанию), блок будет вращаться вокруг оси по часовой стрелке или против часовой стрелки! Используйте кнопки PAGE UP и PAGE DOWN для перемещения блока вверх и вниз по вертикали! \n\n[u]ПОСЛЕ:[/u] Если вы разместили блок и хотите повернуть его после этого, вам нужно оснастить мультитул и использовать его режим вращения (выберите через RMB). Цельтесь в блок, и вы увидите ОСЬ ВРАЩЕНИЯ. Отсюда поворот блока работает так же, как при размещении нового блока (INS/DEL для изменения оси, HOME/END для поворота блока).",,,,,,,,
acttitlePlane,Block Lines and Planes,,,,,,,,Блокируйте линии и плоскости,,,,,,,,
actdescPlane,"[i]Q: Is it possible to place blocks as a line or in a larger plane?[/i]\nYES! HOLD the left mouse button to drag a line of blocks. Hold STRG+left mouse button to create a plane area of blocks. Important Tip: when creating a plane, make sure your stand is higher than the area you want to place. This makes it a lot easier to drag the plane from the start- to the end-point without getting in trouble with your view. And: you cannot place an endless line or an endless plane.",,,,,,,,"[i]Вопрос: Можно ли размещать блоки в виде линии или в большей плоскости?[/i]\nДА! УДЕРЖИВАЙТЕ левую кнопку мыши, чтобы перетащить линию блоков. Удерживайте STRG+левую кнопку мыши, чтобы создать плоскую область блоков. Важный совет: при создании плоскости убедитесь, что ваша подставка находится выше, чем область, которую вы хотите разместить. Это значительно облегчает перетаскивание самолета из начальной точки в конечную, не создавая проблем с вашим видом. И: вы не можете поместить бесконечную линию или бесконечную плоскость.",,,,,,,,
acttitleMisc,Move Wireframe / Remove Dirt,,,,,,,,Переместите Каркас / Удалите Грязь,,,,,,,,
actdescMisc,[i]Q: Do I need to flatten the terrain ahead of placing a base starter block?[/i]\nNo. You can move the preview- wireframe UP and DOWN ahead of placing it. Please have a look in the Options menu to which keys this action is currently bound to (Default Page Up and Page down).\n\n[i]Q: I have built my base into a hill and need to remove the dirt. Does the drill or flatten mode of the Multi Tool damage my base blocks?[/i]\nNo.\n\n[i]Q: How do i remove blocks without using the Multi Tool Tool in CREATIVE?[/i]\nUse SHIFT-Right Mouse click (This has been changed from pre-alpha as right-click also brings up the block-manager now)\n\n[i]Q: The night is so dark – what can I do?[/i]\nPlace some work lights! \n\n[u]Tip:[/u] The Player Drone (F5) can do ALL of the building tasks as well!,,,,,,,,"[i]Вопрос: Нужно ли выравнивать местность перед размещением базового стартового блока?[/i]\nНет. Вы можете перемещать каркас предварительного просмотра ВВЕРХ и ВНИЗ перед его размещением. Пожалуйста, посмотрите в меню опций, к каким клавишам в данный момент привязано это действие (По умолчанию Страница вверх и Страница вниз).\n\n[i]В: Я построил свою базу на холме, и мне нужно удалить грязь. Повреждает ли режим сверления или выравнивания мультиинструмента мои базовые блоки?[/i]\nНет.\n\n[i]Вопрос: Как удалить блоки без использования мультиинструмента в CREATIVE?[/i]\nИспользуйте щелчок правой кнопкой мыши SHIFT (это было изменено с pre-alpha, так как щелчок правой кнопкой мыши теперь также вызывает менеджер блоков)\n\n[i]Вопрос: Ночь такая темная-что я могу сделать?[/i]\nПоставьте несколько рабочих ламп! \n\n[u]Совет:[/u] Дрон игрока (F5) также может выполнять ВСЕ задачи по строительству!",,,,,,,,
tasktitleBuilding2,Building - Part II,,,,,,,,Здание - Часть II,,,,,,,,
actdescMirror,[i]Q: Can I use a mirror mode when building?[/i]\nYes. Open the Build Helper Menu (N) and select the mirror plane you want to use. Click on a block of your vessel that should serve as the 'mirror axis'. . A mirror plane will be shown. A second click will move the mirror plane between CENTER and EDGE.You can only use one mirror plane at a time.,,,,,,,,"[i]Вопрос: Могу ли я использовать зеркальный режим при построении?[/i]\nДа. Откройте меню Помощника по сборке (N) и выберите плоскость зеркала, которую вы хотите использовать. Нажмите на блок вашего судна, который должен служить "зеркальной осью". . Будет показана зеркальная плоскость. Второй щелчок переместит зеркальную плоскость между ЦЕНТРОМ и КРАЕМ.Вы можете использовать только одну зеркальную плоскость за раз.",,,,,,,,
actdescPaint,[i]Q: Is it possible to paint devices like stairs or generators?[/i]\nYes!\n\n[i]Q: Is it possible to apply a texture or a paint to a whole block?[/i]\nYes. Just tick the 'apply to all sides' button in the paint/texture menu.\n\n[i]Q: Why do the available textures change in my tool while pointing at different blocks?[/i]\nThe available textures are split in two sections: \n1. Common textures that are available for all block materials. \n2. Special textures that are only available for certain materials.\n\nThe Special Textures are automatically loaded to the menu when pointing at a block with the texture tool!,,,,,,,,"[i]Вопрос: Можно ли покрасить такие устройства, как лестницы или генераторы?[/i]\nДа!\n\n[i]Вопрос: Можно ли нанести текстуру или краску на целый блок?[/i]\nДа. Просто отметьте кнопку "применить ко всем сторонам" в меню "Краска/текстура".\n\n[i]Вопрос: Почему доступные текстуры меняются в моем инструменте, указывая на разные блоки?[/i]\nДоступные текстуры разделены на два раздела: \n1. Общие текстуры, доступные для всех блочных материалов. \n2. Специальные текстуры, доступные только для определенных материалов.\n\nСпециальные текстуры автоматически загружаются в меню при указании на блок с помощью инструмента текстуры!",,,,,,,,
actdescWopac,[i]Q: How can I switch the opacity of the standard windows?[/i]\nEquip the Multi Tool and set it to Rotate mode via RMB. Then aim at the window and left-mouse-click to swap the opacity (this does not work for the windows with blinds!),,,,,,,,"[i]Вопрос: Как я могу переключить непрозрачность стандартных окон?[/i]\nОборудуйте мультиинструмент и установите его в режим вращения с помощью юаня. Затем наведите курсор на окно и щелкните левой кнопкой мыши, чтобы изменить непрозрачность (это не работает для окон с жалюзи!)",,,,,,,,
actdescSettings,"[i]Q: Do I need to walk up to any of my devices to adjust their settings, for example for changing the color of lights?[/i]\nThere are several ways you can work on the devices of a base or vessel\n1. Walk up to a device, aim the crosshair at it and hit P. The Control Panel will open the device detail page! (You need to be in physical touch with the base or vessel!) \n2. Open the Control Panel (P) and use the list on the left to open the detail page",,,,,,,,"[i]Вопрос: Нужно ли мне подходить к любому из моих устройств, чтобы настроить их настройки, например, для изменения цвета света?[/i]\nСуществует несколько способов работы с устройствами базы или судна\n1. Подойдите к устройству, наведите на него перекрестие прицела и нажмите P. На панели управления откроется страница сведений об устройстве! (Вы должны быть в физическом контакте с базой или судном!) \n2. Откройте панель управления (P) и используйте список слева, чтобы открыть страницу сведений",,,,,,,,
actdescRename,[i]Q: Can I rename a base or vessel?[/i]\nYes. Open the Control Panel (P) and change the name of your base in the lower right corner of the info screen. Hit ENTER to save the name.\n\n[i]Q: Can I rename the devices of a base or vessel?[/i]\nYes. You first need to add them to a group manually or by using the auto-group feature. Then open the detail page of a device by selecting it from the list. Change the name in the top-middle box (next to NAME). Hit ENTER to save the name! \n\n[u]Please note (current limitations): [/u] \n- Ungrouped devices cannot be renamed. \n- Using auto-group a second time after having renamed devices will reset the renamed devices to the standard name!,,,,,,,,"[i]Вопрос: Могу ли я переименовать базу или судно?[/i]\nДа. Откройте панель управления (P) и измените имя своей базы в правом нижнем углу информационного экрана. Нажмите ENTER, чтобы сохранить имя.\n\n[i]Вопрос: Могу ли я переименовать устройства базы или судна?[/i]\nДа. Сначала вам нужно добавить их в группу вручную или с помощью функции автоматической группы. Затем откройте страницу сведений об устройстве, выбрав его из списка. Измените имя в верхнем среднем поле (рядом с ИМЕНЕМ). Нажмите ENTER, чтобы сохранить имя! \n\n[u]Обратите внимание (текущие ограничения): [/u] \n- Негруппированные устройства не могут быть переименованы. \n- Использование автогруппы во второй раз после переименования устройств приведет к сбросу переименованных устройств на стандартное имя!",,,,,,,,
tasktitleVessel,Vessel - Part I,,,,,,,,Судно - Часть I,,,,,,,,
acttitleDieO2,No O2 in Cockpit,,,,,,,,В кабине нет О2,,,,,,,,
actdescDieO2,"[i]Q: I am dying from a lack of O2 while sitting in a cockpit![/i]\nYou need to add an O2 tank, filled with O2 bottles to your vessel. Otherwise you'll use up your suit O2. This also applies to Passenger Seats in any vessel.\nNOTE: This only applies to a non-O2 environment. You will NOT die from a lack of O2 if your vessel is in an O2-rich environment (oxygenized Hangar or Planet)",,,,,,,,"[i]В: Я умираю от недостатка O2, сидя в кабине![/i]\nВам нужно добавить в ваш сосуд резервуар с О2, заполненный бутылками с О2. В противном случае вы израсходуете свой костюм O2. Это также относится к пассажирским местам на любом судне.\nПРИМЕЧАНИЕ: Это относится только к среде, отличной от O2. Вы НЕ умрете от недостатка О2, если ваш корабль находится в среде, богатой О2 (насыщенный кислородом ангар или Планета)",,,,,,,,
acttitleCVtip,CV turns only very slowly,,,,,,,,CV поворачивается очень медленно,,,,,,,,
actdescCVtip,[i]Q: My Capital Vessel turns very slow and I hate dragging the mouse for hours?[/i] \nEither add more RCS or use the ARROW KEYS for turning your Capital Vessel! Combine both and steering a large Capital Vessel will become much easier!,,,,,,,,"[i]Вопрос: Мое капитальное судно поворачивается очень медленно, и я ненавижу часами перетаскивать мышь?[/i] \nЛибо добавьте больше RCS, либо используйте КЛАВИШИ со СТРЕЛКАМИ для поворота вашего основного судна! Совместите и то, и другое, и управлять большим капитальным судном станет намного проще!",,,,,,,,
actdescMCockpit,"[i]Q: Can I add more than one cockpit to my vessel?[/i]\nOf course! But remember: \n- The player that enters any cockpit AT FIRST will be the pilot of the ship. \n- If this cockpit is 90° or 180° to your mounted weapons, this pilot will not have the mounted weapons on this toolbelt/at his disposal. \n- Only players that sit in a cockpit parallel to the alignment of any mounted weapon can use them.",,,,,,,,"[i]Вопрос: Могу ли я добавить к своему судну более одной кабины?[/i]\nКонечно! Но помните: \n- Игрок, который СНАЧАЛА войдет в любую кабину, будет пилотом корабля. \n- Если эта кабина расположена под углом 90° или 180° к вашему установленному оружию, у этого пилота не будет установленного оружия на этом поясе инструментов/в его распоряжении. \n- Только игроки, которые сидят в кабине параллельно выравниванию любого установленного оружия, могут использовать их.",,,,,,,,
tasktitleVessel2,Vessel - Part II,,,,,,,,Судно - Часть II,,,,,,,,
actdescDocking,"[i]Q: Can I dock a Small Vessel or a Hover Vessel to a Capital Vessel?[/i]\nYes, but the to-be-docked vessels need to be in the same faction as the Capital Vessel you want to dock it to. Exception: if the Capital Vessel is set to public, any private vessel can dock.\n\n[i]Q: How does docking work in particular?[/i]\nYour Vessel needs to be equipped with docking pads or landing gears attached BELOW the vessel corpus. Adding docking pads on the sides or on the top will not dock the vessel to the Capital Vessel! \n\nMove your Small Vessel or Hover Vessel onto the Capital Vessel. Lower the vessel with C and the Vessel will dock itself. There is no Docking-Key. Just have a look at the info screen on the right. It will show you a 'docked: ' with YES or NO. To undock, just hit SPACE and fly away.",,,,,,,,"[i]Вопрос: Могу ли я пристыковать Небольшое судно или судно на воздушной подушке к Капитальному судну?[/i]\nДа, но суда, подлежащие стыковке, должны быть в той же фракции, что и Капитальное судно, к которому вы хотите его пришвартовать. Исключение: если Капитальное судно настроено на публичное, любое частное судно может причалить.\n\n[i]Вопрос: Как конкретно работает стыковка?[/i]\nВаше судно должно быть оборудовано стыковочными площадками или шасси, прикрепленными ПОД корпусом судна. Добавление стыковочных площадок по бокам или сверху не приведет к стыковке судна с Капитальным судном! \n\nПереместите свое Маленькое судно или Парящее судно на Капитальное судно. Опустите судно с помощью C, и судно само состыкуется. Здесь нет стыковочного ключа. Просто взгляните на информационный экран справа. Он покажет вам "закрепленное:" с ДА или НЕТ. Чтобы отстыковаться, просто нажмите ПРОБЕЛ и улетайте.",,,,,,,,
acttitleAccessD,Access Devices / Turrets Mid-flight,,,,,,,,Устройства доступа / Турели В полете,,,,,,,,
actdescAccessD,[i]Q: Can I reload my turrets or manage my constructors while flying around?[/i]\nYou can access a turret or any device from a cockpit or a passenger seat! You can also reload your ammo containers or manage your constructors while sitting in the cockpit or passenger seat in mid-flight. Simply open the Control Panel (P) and use the ACCESS button of the device – or just double-click on it! Use the BACK button to return to the Control Panel or use T (default) to exit the view.,,,,,,,,"[i]Вопрос: Могу ли я перезарядить свои турели или управлять своими конструкторами во время полета?[/i]\nВы можете получить доступ к башне или любому устройству из кабины или с пассажирского сиденья! Вы также можете перезарядить контейнеры с боеприпасами или управлять своими конструкторами, сидя в кабине или на пассажирском сиденье в середине полета. Просто откройте панель управления (P) и используйте кнопку доступа устройства – или просто дважды щелкните по ней! Используйте кнопку НАЗАД, чтобы вернуться на панель управления, или используйте T (по умолчанию), чтобы выйти из представления.",,,,,,,,
actdescWarp,"[i]Q: How do I warp with a ship?[/i]\nWarping is currently only possible with Capital Vessels. \n1. Add a warp drive and a warp tank to the vessel. Search for the blue crystals, turn them to Pentaxid (in a Constructor) and put them into the warp tank. Each jump will use up a given amount of Pentaxid, but Blue Crystals can be found all over the Solar System. (See Chapter 'Harvesting and Resources') \n2. To do a warp jump, fly to space, open the Space Map (M) and click the Solar System Tab. You will see a list of jump destinations on the left. Select a destination from the left and click on 'LOCK TARGET' on the bottom right. \n3. A blue crosshair will appear in your view or on the side of your helmet. Turn your vessel towards the blue rectangle, accelerate to at least 60 m/s and hit K (default) to jump.\n\n[i]Q: Can my passengers take a seat in a docked vessel while warping?[/i]\nNO! Your passengers need to take a seat in a passenger seat in your Capital Vessel when warping, when flying to space or back to a planet. Otherwise they might get dropped out and will be left behind.",,,,,,,,"[i]Вопрос: Как я могу деформироваться с кораблем?[/i]\nДеформация в настоящее время возможна только на капитальных судах. \n1. Добавьте к судну варп-двигатель и варп-бак. Найдите синие кристаллы, превратите их в Пентаксид (в Конструкторе) и поместите в варп-резервуар. Каждый прыжок израсходует определенное количество Пентаксида, но синие кристаллы можно найти по всей Солнечной системе. (См. Главу "Сбор урожая и ресурсы") \n2. Чтобы совершить варп-прыжок, полетите в космос, откройте Космическую карту (M) и перейдите на вкладку Солнечная система. Слева вы увидите список пунктов назначения прыжков. Выберите пункт назначения слева и нажмите на кнопку "ЗАБЛОКИРОВАТЬ ЦЕЛЬ" в правом нижнем углу. \n3. В поле вашего зрения или сбоку от шлема появится синее перекрестие. Поверните свое судно к синему прямоугольнику, разогнайтесь по крайней мере до 60 м/с и нажмите K (по умолчанию), чтобы прыгнуть.\n\n[i]Вопрос: Могут ли мои пассажиры занять место в пришвартованном судне во время деформации?[/i]\nНЕТ! Ваши пассажиры должны занять пассажирское место на вашем Капитальном судне при деформации, при полете в космос или обратно на планету. В противном случае они могут быть выброшены и останутся позади.",,,,,,,,
actdescRange,"[i]Q: The range of the weapons says XX meters, but it does not seem to hit anything![/i]\nCheck the EFFECTIVE RANGE info on the bottom right! On a planet, the range will be much lower, depending on the density of the atmosphere.",,,,,,,,"[i]Вопрос: Дальность действия оружия говорит о XX метрах, но, похоже, оно ни во что не попадает![/i]\nПроверьте информацию об ЭФФЕКТИВНОМ ДИАПАЗОНЕ в правом нижнем углу! На планете диапазон будет намного ниже, в зависимости от плотности атмосферы.",,,,,,,,
acttitleDamageW,Damage of Tools / Chainsaw,,,,,,,,Повреждение инструментов / бензопилы,,,,,,,,
actdescDamageW,"[i]Q: Does the Multi Tool, Harvester or the Chainsaw Damage own or enemy blocks or enemies at all?[/i]\nNo, with one exception: the chainsaw can be used for close combat fights.",,,,,,,,"[i]Вопрос: Повреждает ли Мультиинструмент, Комбайн или Бензопила собственные или вражеские блоки или врагов вообще?[/i]\nНет, за одним исключением: бензопилу можно использовать для ближнего боя.",,,,,,,,
actdescEpicW,"[i]Q: Can Enhanced Weapons be crafted?[/i]\nYes, but you will need the appropriate Weapon Kit, which cannot be crafted, but only be found or traded.",,,,,,,,"[i]Вопрос: Можно ли создать улучшенное оружие?[/i]\nДа, но вам понадобится соответствующий Набор оружия, который нельзя создать, а можно только найти или обменять.",,,,,,,,
acttitleAmmo,Turrets and Mounted Weapons,,,,,,,,Турели и навесное оружие,,,,,,,,
