KEY,English,Deutsch,Français,Italiano,Spanish,Portuguese (Euro),Portuguese (Brazil),Polish,Russian,Japanese,Chinese (simplified),Chinese (traditional),Korean,Turkish,Greek,Dutch,Vietnamese
dialogue_um0Gu,<i>Infection?</i>,,,,,,,,,,,,,,,,
dialogue_aWmmq,"I am afraid many parts of my data nodes are destroyed. @w2 \n\nAnd, @w2 possibly due to the removal of the contamination shields, @w2 the degradation of information continues. @w2\n\nThis place is doomed. @p9 As a last service, @w2 my humble self has managed to reactivate some of the data displays behind me. @w2 \n\nTake whatever you get and make the best of it! @w2 \n\nBi'huan, noble Keeper of the Staff or Guidance!",,,,,,,,,,,,,,,,
dialogue_4niPW,<i>End communication</i>,,,,,,,,,,,,,,,,
dialogue_SuSCe,"Hello, my dear friend! @w2 \n\nSeems you were even more lucky with your mission than we ever expected! @w2 \n\nIDA has already sent over the schematics of those two ancient Talon energy weapons. @p9 After a quick analysis, we are confident we will finally be able to mass-produce them! @w2\n\n Of course, all in the utmost secrecy. @p9 As you may have learned, the Talon are not the ignorant natives under Zirax control everyone thinks they are. @w2\n\nThere have been many unsuccessful attempts to change that situation. @w2\nNow, we have a real chance, @w2 thanks to your efforts! @w2\nThis will definitely shake up this sector, @w2 and then ... @w2 the Galaxy! @p9 Please, take these technical components as compensation for the dangers you faced on our behalf. @w2 \n\nWe think you can probably make good use of them. @w2 \n\nNow, please excuse me. @w2 We will speak again soon!",,,,,,,,,,,,,,,,
dialogue_qu8qA,<i>End communication</i>,,,,,,,,,,,,,,,,
dialogue_4WqmS,<color=#00ffff> [IDA]</color> Commander? @w2 I must say that I'm not entirely sure we've done a good deed by helping these GLaD guys. @w2\n\nCalculations indicate that this will certainly set something off. @w2 \n\nPossibly we have just lit the fuse of the galactic powder keg @w2 thanks to our involvement here.,,,,,,,,,,,,,,,,
dialogue_ecqiO,<i>No denying.</i>,,,,,,,,,,,,,,,,
dialogue_0mWTq,<color=#00ffff> [IDA]</color> We should try to learn more and get  prepared for what is surely about to come.,,,,,,,,,,,,,,,,
dialogue_2i0eq,<i>Let's get going.</i>,,,,,,,,,,,,,,,,
dialogue_traderSplit1,How may I serve you?,,,,,,,,,,,,,,,,
dialogue_traderSplit1a,What is the latest news?,,,,,,,,,,,,,,,,
dialogue_traderSplit1b,Please show me your offers.,,,,,,,,,,,,,,,,
dialogue_traderSplit2,Special offers are always to be expected!,,,,,,,,,,,,,,,,
dialogue_traderSplit2a,Very nice!,,,,,,,,,,,,,,,,
dialogue_traderSplit2b,Bye.,,,,,,,,,,,,,,,,
dialogue_TCCameBack,"Hey we talked already {TalkCount} times, that's enough for now!",,,,,,,,,,,,,,,,
dialogue_TCTalkinOk,Let's start from the beginning,,,,,,,,,,,,,,,,
dialogue_TCHasHolyStatus1,"Yes, I give it to you as a present",,,,,,,,,,,,,,,,
dialogue_TCHasHolyStatus2,"No, I want to keep it",,,,,,,,,,,,,,,,
dialogue_TCHasHolyStatus3,I need to go,,,,,,,,,,,,,,,,
dialogue_TCDefaultEntryCont1,Can you give me some food?,,,,,,,,,,,,,,,,
dialogue_TCDefaultEntryCont2,I need to go.,,,,,,,,,,,,,,,,
dialogue_TCGiveHolyStatue,I never dreamt that I would get the statue back! I will give you rich presents for that.,,,,,,,,,,,,,,,,
dialogue_TCGiveFood,Yes of course. Here is some sea grass. Can I help you more?,,,,,,,,,,,,,,,,
dialogue_TCTooMuchFood,You already got food but here is some more seagrass. Now choose something else!,,,,,,,,,,,,,,,,
dialogue_TCTooMuchFood2,You will not get any more food! Bye!,,,,,,,,,,,,,,,,
dialogue_AskStoryAboutPeople,"The story of the Talon began a long, long time ago...",,,,,,,,,,,,,,,,
dialogue_uSuiW2,Integrated Data Assistant (IDA),,,,,,,,,,,,,,,,
dialogue_sKeGu2,Welcome to the UCH A01 Gamma training site!\n\nPlease confirm to start the Robinson Protocol qualification program.,,,,,,,,,,,,,,,,
dialogue_0KioS2,OK,,,,,,,,,,,,,,,,
dialogue_uGSWi,Captain Hyde,,,,,,,,,,,,,,,,
dialogue_OCKS4,"Ensign {PlayerName}! \nYou have been dropped to A01 Gamma to complete your basic survival training. @w1 \nNote this is not a drill or a simulation anymore! @w1 But no worries. @w1\nFollow the instructions of your Integrated Data Assistant (<color=#00ffff>IDA</color>), and you will succeed! @w2\nLet's get started! @w2\nCaptain Hyde, @w1 out.",,,,,,,,,,,,,,,,
dialogue_WaOaG,Understood,,,,,,,,,,,,,,,,
dialogue_q6Oi0,Polaris Agent,,,,,,,,,,,,,,,,
dialogue_t00Ci,"So, you guys again. @w3\n\nHas only been a year, when we solved the same issue for the UCH already. @w2\n\nYou are doing this 'help me to escape from that planet' as an anniversary event, right?@w2",,,,,,,,,,,,,,,,
dialogue_KOC4G,<i>What?</i>,,,,,,,,,,,,,,,,
dialogue_VCuue,"Just kidding. @w2\n\nOf course we are glad we could help your people to escape from the Zirax scumbags back then. @w2\nHas been a lot of fun to fool them around.@w2\n\nNow, let's get started. @w2 I have the teleporter, but your commander has agreed to help us with a little .. problem.",,,,,,,,,,,,,,,,
dialogue_WXaq0,<i>Details please!</i>,,,,,,,,,,,,,,,,
dialogue_qwm40,"Nothing too complicated. Please speak to Kanydan. You might have seen him when you came here. He is fiercely discussing some strange Talon topic with one of the Traders.@w2 Hell, you can even hear him up here!@w1 Something about a technical artifact.@w4 Did not even know they do care about that kind of stuff. @w4 Anyways. Speak to him. Do whatever he wants and come back to me.@w2\n\nI'll have some drinks on your bill in the meantime.",,,,,,,,,,,,,,,,
dialogue_Wku24,<i>Easy.</i>,,,,,,,,,,,,,,,,
dialogue_iCGO6,..this is ABSOLUTELY unacceptable. @w2\n\nThis is profiteering! @w2\n\nThis is...@w2,,,,,,,,,,,,,,,,
dialogue_aOm0M,<i>Saying hello!</i>,,,,,,,,,,,,,,,,
dialogue_WmqaW,"Ah! Good you are here! \n\nCan you please tell this .. formidable person of a .. that every sane warrior will never defile the tombs of an elder, just for fetching some forgotten things? \n\nThis is insane..!",,,,,,,,,,,,,,,,
dialogue_eme4a,<i>What is actually the problem?</i>,,,,,,,,,,,,,,,,
dialogue_KGqmS,"The problem?   These .. alleged archeologists .. have not only defiled a holy place, but they also ran away like cowards, leaving behind the only thing worth the hassle, as soon as some minor problems turned up. @w3 Now they are refusing to bring back what I sent them to look for, although they were paid! Pretending I would have had to tell them about the dangers. @w2\n\nA century old technical artifact. Incredibly important for us. And they ran away .. do you believe that?",,,,,,,,,,,,,,,,
dialogue_a2mui,<i>So you paid them to defile a holy place without telling them the whole story?</i>,,,,,,,,,,,,,,,,
dialogue_0WMS4,"Well .. I might .. maybe .. but .. @w2\n\nTHAT is not what this is all about! @p9I need to get that technical artifact. I was told some warrior from the Terrans will come and help. @w2\n\nMy people helped your people over in the Ellyon System, when they had to flee from the Zirax!@w2\n<i>Hm.. strange coincidence.. this was exactly a year ago...</i>@w2 .. Anyways.. \n\nWill you help me or are you a coward as well?",,,,,,,,,,,,,,,,
dialogue_awO88,<i>I will help</i>,,,,,,,,,,,,,,,,
dialogue_ie0uq,Great. @w2\n\nYour task is simple: go down to the catacombs of the Elders Tomb and find the Technical Artifact left behind in one of the cargo boxes.@w2\n\nEhm .. and make sure you are well prepared. @w2 It might be dangerous down there.,,,,,,,,,,,,,,,,
dialogue_qSOGc,<i>No worries.</i>,,,,,,,,,,,,,,,,
dialogue_8h4mS,Kanydan,,,,,,,,,,,,,,,,
dialogue_4We4m,Ah .. you are back!  \n\nDid you find what I am looking for?,,,,,,,,,,,,,,,,
dialogue_C0b3K,<i>Give Artifact to Kanydan</i>,,,,,,,,,,,,,,,,
dialogue_40aSS,You did not find the Technical Artifact yet?  \n\nPlease come back when you have it!,,,,,,,,,,,,,,,,
dialogue_OmW0s,<i>Leave</i>,,,,,,,,,,,,,,,,
dialogue_OmokC,Wonderful!\n\nYour service is worth an honorable mention in our tribe's history.,,,,,,,,,,,,,,,,
dialogue_qCaS0,<i>I am honored.</i>,,,,,,,,,,,,,,,,
dialogue_aG4mW,"Wait a second. @w2\n\nI just received alarming news from my brothers just before the communication was blocked. The anomaly in the Ellyon system, the one that led to the arrival of your fleet,  has been seen again. We are not sure what this means, but this does not sound good.  @w2 Better get that info back to your leaders.",,,,,,,,,,,,,,,,
dialogue_0A404,<i>Will do.</i>,,,,,,,,,,,,,,,,
dialogue_SKCm4,Polaris Agent,,,,,,,,,,,,,,,,
dialogue_8Kmig,"I've heard you performed well. Kanydan has asked me to sign an honorable mention about your services. Seems like you have impressed him. Not something achieved easily. Congratulations! @w2\n\nHere, got you a Teleporter and an additional EVA Boost module for your suit. You might need it when you go to space.\n\nBut there is something important for your commanders to know:@p9\nOur ships over at the Ellyon system have sent a report about a single pilot that was spit out of the same anomaly that brought your fleet to this galaxy. We are currently trying to make contact with our local forces, so he or she does not run into the same trap as your fleet.  I cannot send this com to your station as long as there are Zirax troops around and communication is blocked, but in case you speak to your commanders, please advise them to make the GLaD guys aware of the situation. I assume we do not have a lot of time. Things are coming in motion. I can feel it...",,,,,,,,,,,,,,,,
dialogue_OOW0G,<i>Affirmative!</i>,,,,,,,,,,,,,,,,
dialogue_OC8mG,Polaris Agent,,,,,,,,,,,,,,,,
dialogue_SsqSC,Polaris Agent,,,,,,,,,,,,,,,,
dialogue_uqiai,Kanydan,,,,,,,,,,,,,,,,
dialogue_C8q44,Kanydan,,,,,,,,,,,,,,,,
dialogue_WOea4,Kanydan,,,,,,,,,,,,,,,,
dialogue_Zi8im,Kanydan,,,,,,,,,,,,,,,,
dialogue_WOian,Kanydan,,,,,,,,,,,,,,,,
dialogue_SWOa0,Kanydan,,,,,,,,,,,,,,,,
dialogue_CKS8G,Kanydan,,,,,,,,,,,,,,,,
dialogue_KuK4m,Kanydan,,,,,,,,,,,,,,,,
dialogue_iWS6S,Kanydan,,,,,,,,,,,,,,,,
dialogue_iKVO8,Station AI,,,,,,,,,,,,,,,,
dialogue_mm4Wu,Please specify your question.,,,,,,,,,,,,,,,,
dialogue_OCiK4,Where can I find a Cobalt deposit?,,,,,,,,,,,,,,,,
dialogue_enWqG,Station AI,,,,,,,,,,,,,,,,
dialogue_eWiGS,Bookmark added to your REGISTRY! @w2\n\nAccess your status info (TAB) and select the REGISTRY icon in the top row to see all of your bookmarks.\n\nAny bookmark and position you discover will be listed there. Use the 'waypoint' function to set markers you can then follow on your HUD,,,,,,,,,,,,,,,,
dialogue_OSPOi,Close Communication.,,,,,,,,,,,,,,,,
dialogue_WWWC4,Captain Hyde,,,,,,,,,,,,,,,,
dialogue_e4eG8,"Ah, Ensign {PlayerName}! Welcome to the Severance. @w2\nGlad to see you up here - and face to face for the first time! Your test results have been exceptional and you have achieved far more than any other cadet before! @w1 I hoped we would have more time for a real debriefing, but we need to get out of that system immediately! While we speak, the last shuttles have docked to the Severance and the Zirax fleet is arriving any minute. <color=#00ffff>Get up to the bridge and take the chair in the middle</color> @w1.. Lieutenant, junior grade, {PlayerName}!",,,,,,,,,,,,,,,,
dialogue_GOWiE,"Affirmative, Sir!",,,,,,,,,,,,,,,,
dialogue_G8KWW,Commander Porter,,,,,,,,,,,,,,,,
dialogue_iaGaG,"Congratulations on your promotion, Lieutenant, junior grade!",,,,,,,,,,,,,,,,
dialogue_84SiC,"Thanks, Ma'am.",,,,,,,,,,,,,,,,
dialogue_4kuGo,Commander Porter,,,,,,,,,,,,,,,,
dialogue_GaAIG,"No time for chatter!  We need to get out of here. @w1\n\nHave a seat in the Captain's Chair and use the Station Services to <color=#00ffff>refill ammo, fuel and pentaxid. </color>@w1\nWithout pentaxid, we cannot warp.\n\nThen <color=#00ffff>fly us away from the station.</color>",,,,,,,,,,,,,,,,
dialogue_eaW0e,"Affirmative, Ma'am",,,,,,,,,,,,,,,,
dialogue_O2uWK,I miss my family. I hope I will see them soon.,,,,,,,,,,,,,,,,
dialogue_CKKaK,I miss my family. The sacrifices we make.,,,,,,,,,,,,,,,,
dialogue_W8uBS,The trade federation has some bad prices.,,,,,,,,,,,,,,,,
dialogue_wWKTq,The root beer in this galaxy is really good!,,,,,,,,,,,,,,,,
dialogue_oKiaa,"I hear someone talking about a new simulation today, it's called 'Project Eden' and they say it is great!",,,,,,,,,,,,,,,,
dialogue_aq0uu,Francis Taelyn just announced a new version of 'UI'. I hear it has some nice colors.,,,,,,,,,,,,,,,,
dialogue_4exuC,Power to the .. tentacles!,,,,,,,,,,,,,,,,
dialogue_OqiK0,I heard of a new music group formed. They call themselves 'Discord'.,,,,,,,,,,,,,,,,
dialogue_4ieSe,"I heard strange noises coming from a vent on the last colony we visited, I couldn't sleep at all.",,,,,,,,,,,,,,,,
dialogue_uqqiK,I love getting planetside.,,,,,,,,,,,,,,,,
dialogue_3uku4,The Zirax are excellent governors. No regulations!,,,,,,,,,,,,,,,,
dialogue_mqS04,I would rather die than pay more taxes.,,,,,,,,,,,,,,,,
dialogue_We84e,"There is no tomorrow, only today!",,,,,,,,,,,,,,,,
dialogue_uECW0,This location has many fine qualities.,,,,,,,,,,,,,,,,
dialogue_6pmsM,<i>(leave)</i>,,,,,,,,,,,,,,,,
dialogue_0EuCe,<i>(leave)</i>,,,,,,,,,,,,,,,,
dialogue_GOi8I,<i>(leave)</i>,,,,,,,,,,,,,,,,
dialogue_a4G8W,<i>(leave)</i>,,,,,,,,,,,,,,,,
dialogue_mOqee,<i>(leave)</i>,,,,,,,,,,,,,,,,
dialogue_eG9aS,<i>(leave)</i>,,,,,,,,,,,,,,,,
dialogue_Cm84a,<i>(leave)</i>,,,,,,,,,,,,,,,,
dialogue_WQGAa,<i>(leave)</i>,,,,,,,,,,,,,,,,
dialogue_SecG0,<i>(leave)</i>,,,,,,,,,,,,,,,,
dialogue_GC4S4,<i>(leave)</i>,,,,,,,,,,,,,,,,
dialogue_W8OqM,<i>(leave)</i>,,,,,,,,,,,,,,,,
dialogue_44OOm,<i>(leave)</i>,,,,,,,,,,,,,,,,
dialogue_04ila,<i>(leave)</i>,,,,,,,,,,,,,,,,
dialogue_Pqsuq,<i>(leave)</i>,,,,,,,,,,,,,,,,
dialogue_8uuOW,<i>(leave)</i>,,,,,,,,,,,,,,,,
dialogue_e8aaK,The Zirax are very oppressive!,,,,,,,,,,,,,,,,
dialogue_KWMmx,Have you seen the new MkIII pulse rifle? I cannot wait to fire one!,,,,,,,,,,,,,,,,
dialogue_OCsS4,Plasma cannons are really something!,,,,,,,,,,,,,,,,
dialogue_WW401,I hear the new cruiser can make the Akua run in just 3 warp jumps!,,,,,,,,,,,,,,,,
dialogue_mCeu0,The new captain is too harsh!,,,,,,,,,,,,,,,,
dialogue_YOwMq,I heard someone talking about a lost Polaris mining ship in the Ellyon system.,,,,,,,,,,,,,,,,
dialogue_KKSeK,I love to look out the windows when we make planet fall for a survey mission.,,,,,,,,,,,,,,,,
dialogue_WiTWq,There are rumours about hidden pirate markets.,,,,,,,,,,,,,,,,
dialogue_6SG4t,I heard there is a galactic resistance movement growing against the Zirax!,,,,,,,,,,,,,,,,
dialogue_G000a,I heard the captain really likes to tell the bridge officers to 'engage'.,,,,,,,,,,,,,,,,
dialogue_0UmSG,Elias Hummel just put out a new galactic survey: Which parts of Andromeda do you like best? Least?,,,,,,,,,,,,,,,,
dialogue_0KcZq,I wonder what the mess hall has for dinner today?,,,,,,,,,,,,,,,,
dialogue_qa8S8,We have the best crews in the galaxy!,,,,,,,,,,,,,,,,
dialogue_aASCi,I heard Forge Aerospace sold 3 new destroyers to some idiots for all their warp fuel.,,,,,,,,,,,,,,,,
dialogue_0SW4q,<i>(leave)</i>,,,,,,,,,,,,,,,,
dialogue_ae40Y,<i>(leave)</i>,,,,,,,,,,,,,,,,
dialogue_SSuuK,<i>(leave)</i>,,,,,,,,,,,,,,,,
dialogue_iUSim,<i>(leave)</i>,,,,,,,,,,,,,,,,
dialogue_SOeCe,<i>(leave)</i>,,,,,,,,,,,,,,,,
dialogue_QKSOp,<i>(leave)</i>,,,,,,,,,,,,,,,,
dialogue_KCeNm,<i>(leave)</i>,,,,,,,,,,,,,,,,
dialogue_Kqu0O,<i>(leave)</i>,,,,,,,,,,,,,,,,
dialogue_OO8VS,<i>(leave)</i>,,,,,,,,,,,,,,,,
dialogue_uii0T,<i>(leave)</i>,,,,,,,,,,,,,,,,
dialogue_q4aqS,<i>(leave)</i>,,,,,,,,,,,,,,,,
dialogue_OCceO,<i>(leave)</i>,,,,,,,,,,,,,,,,
dialogue_4kSGu,<i>(leave)</i>,,,,,,,,,,,,,,,,
dialogue_rH0eW,This planet has many fine qualities.,,,,,,,,,,,,,,,,
dialogue_W4uva,Some of the large spiders really creep me out!,,,,,,,,,,,,,,,,
dialogue_icCWa,I hear predators in the distance!,,,,,,,,,,,,,,,,
dialogue_88GS4,We will never forget what the Zirax did to us.,,,,,,,,,,,,,,,,
dialogue_0mqi4,I am not supposed to be talking to you. Our chief is our contact with the outside world.,,,,,,,,,,,,,,,,
dialogue_8COm4,Crossbows are good for hunting!,,,,,,,,,,,,,,,,
dialogue_K0KCK,Thankfully we can grow all the food we need.,,,,,,,,,,,,,,,,
dialogue_OQ7eO,We must not forget the sciences!,,,,,,,,,,,,,,,,
dialogue_4qNGE,Some day will return to the great void.,,,,,,,,,,,,,,,,
dialogue_OWm8Q,We were once the masters of the galaxy.,,,,,,,,,,,,,,,,
dialogue_iWaqC,The UCH seems very primitive.,,,,,,,,,,,,,,,,
dialogue_ijGi0,The galaxy needs less war.,,,,,,,,,,,,,,,,
dialogue_K0emu,You say you come from something milky? Is that a symbiotic relationship with a large organism?,,,,,,,,,,,,,,,,
dialogue_pCaiS,Outsiders always bring trouble.,,,,,,,,,,,,,,,,
dialogue_VmimW,Our arrogance lead to our downfall.,,,,,,,,,,,,,,,,
dialogue_qaKb4,<i>(leave)</i>,,,,,,,,,,,,,,,,
dialogue_0uCa0,<i>(leave)</i>,,,,,,,,,,,,,,,,
dialogue_8vSiC,<i>(leave)</i>,,,,,,,,,,,,,,,,
dialogue_9WC40,<i>(leave)</i>,,,,,,,,,,,,,,,,
dialogue_LPCuS,<i>(leave)</i>,,,,,,,,,,,,,,,,
dialogue_Gum01,<i>(leave)</i>,,,,,,,,,,,,,,,,
dialogue_qOm0W,<i>(leave)</i>,,,,,,,,,,,,,,,,
dialogue_i4iH8,<i>(leave)</i>,,,,,,,,,,,,,,,,
dialogue_LO84S,<i>(leave)</i>,,,,,,,,,,,,,,,,
dialogue_uu8K8,<i>(leave)</i>,,,,,,,,,,,,,,,,
dialogue_gmSGu,<i>(leave)</i>,,,,,,,,,,,,,,,,
dialogue_ugMim,<i>(leave)</i>,,,,,,,,,,,,,,,,
dialogue_eeem0,<i>(leave)</i>,,,,,,,,,,,,,,,,
dialogue_K80iW,<i>(leave)</i>,,,,,,,,,,,,,,,,
dialogue_eSmCS,<i>(leave)</i>,,,,,,,,,,,,,,,,
dialogue_G8uaC,Hello.... Terran...,,,,,,,,,,,,,,,,
dialogue_GHOuC,The Empress is all.,,,,,,,,,,,,,,,,
dialogue_eOKI0,The War of Silence was our call to greatness!,,,,,,,,,,,,,,,,
dialogue_uiW4C,The Abyssal are up to something!,,,,,,,,,,,,,,,,
dialogue_W0a0W,<i>(leave)</i>,,,,,,,,,,,,,,,,
dialogue_GiuGW,<i>(leave)</i>,,,,,,,,,,,,,,,,
dialogue_4CWm8,<i>(leave)</i>,,,,,,,,,,,,,,,,
dialogue_CGW4m,<i>(leave)</i>,,,,,,,,,,,,,,,,
dialogue_OWiGC,We are unstoppable.,,,,,,,,,,,,,,,,
dialogue_qu8KW,Andromeda belongs to us!,,,,,,,,,,,,,,,,
dialogue_a8WWW,The galaxy is rightfully ours!,,,,,,,,,,,,,,,,
dialogue_uKaiG,Someday we will invade your world.,,,,,,,,,,,,,,,,
dialogue_emSaS,Our clones are tended to with the finest care!,,,,,,,,,,,,,,,,
dialogue_OGamS,Any fleet is no match for ours.,,,,,,,,,,,,,,,,
dialogue_KeqmK,You lose more ships to us by the cycle.,,,,,,,,,,,,,,,,
dialogue_0WG0q,The Rados handle our logistics.,,,,,,,,,,,,,,,,
dialogue_S48Oi,The Gh'yst are listening...,,,,,,,,,,,,,,,,
dialogue_i0Sae,Few can match the military of the Xenu!,,,,,,,,,,,,,,,,
dialogue_Jwe80,"The Epsilon run our communications ... wait, why am I telling you this?!",,,,,,,,,,,,,,,,
dialogue_Se8Ga,"For now, you are allowed here, but next time we meet, I will end you.",,,,,,,,,,,,,,,,
dialogue_AO6O0,"Our drones, are, everywhere.",,,,,,,,,,,,,,,,
dialogue_KS4em,You exist because we allow it.,,,,,,,,,,,,,,,,
dialogue_4Vc6m,"No alliances, only the Zirax Empire.",,,,,,,,,,,,,,,,
dialogue_GmCue,<i>(leave)</i>,,,,,,,,,,,,,,,,
dialogue_qOSGC,<i>(leave)</i>,,,,,,,,,,,,,,,,
dialogue_mO44I,<i>(leave)</i>,,,,,,,,,,,,,,,,
dialogue_KaCea,<i>(leave)</i>,,,,,,,,,,,,,,,,
dialogue_m4eKM,<i>(leave)</i>,,,,,,,,,,,,,,,,
dialogue_CK8Wi,<i>(leave)</i>,,,,,,,,,,,,,,,,
dialogue_GS4OW,<i>(leave)</i>,,,,,,,,,,,,,,,,
dialogue_0a6iG,<i>(leave)</i>,,,,,,,,,,,,,,,,
dialogue_OCqKe,<i>(leave)</i>,,,,,,,,,,,,,,,,
dialogue_iqKWO,<i>(leave)</i>,,,,,,,,,,,,,,,,
dialogue_GiqWC,<i>(leave)</i>,,,,,,,,,,,,,,,,
dialogue_W4D4w,<i>(leave)</i>,,,,,,,,,,,,,,,,
dialogue_WCaqW,<i>(leave)</i>,,,,,,,,,,,,,,,,
dialogue_qUTF2,<i>(leave)</i>,,,,,,,,,,,,,,,,
dialogue_at800,<i>(leave)</i>,,,,,,,,,,,,,,,,
dialogue_ame0a,Waste management? Weapons? Manufacturing? We do them all!,,,,,,,,,,,,,,,,
dialogue_0oqiq,Who doesn't love monopolies!,,,,,,,,,,,,,,,,
dialogue_0iiqb,We are always interested in your backyard.,,,,,,,,,,,,,,,,
dialogue_OCmu4,Remember to visit the lobby.,,,,,,,,,,,,,,,,
dialogue_S0a4W,We put the POS in possessed.,,,,,,,,,,,,,,,,
dialogue_WCueC,Environment? What is that?,,,,,,,,,,,,,,,,
dialogue_A88Uu,We never have supply chain problems!,,,,,,,,,,,,,,,,
dialogue_Im89u,We do not mind a little side venture here and there.,,,,,,,,,,,,,,,,
dialogue_auqWW,Someday Polaris Corp will own the galaxy.,,,,,,,,,,,,,,,,
dialogue_Ue48a,"Competition is a good thing! I mean, do you see anyone else here?",,,,,,,,,,,,,,,,
dialogue_8IWCK,<i>(back)</i>,,,,,,,,,,,,,,,,
dialogue_mGauO,<i>(back)</i>,,,,,,,,,,,,,,,,
dialogue_GK8qc,<i>(back)</i>,,,,,,,,,,,,,,,,
dialogue_0GUm0,<i>(back)</i>,,,,,,,,,,,,,,,,
dialogue_mWk0G,<i>(back)</i>,,,,,,,,,,,,,,,,
dialogue_SNaC3,<i>(back)</i>,,,,,,,,,,,,,,,,
dialogue_eS204,<i>(back)</i>,,,,,,,,,,,,,,,,
dialogue_4fmCC,<i>(back)</i>,,,,,,,,,,,,,,,,
dialogue_84iW7,<i>(back)</i>,,,,,,,,,,,,,,,,
dialogue_uGieS,<i>(back)</i>,,,,,,,,,,,,,,,,
dialogue_eWieW,Welcome to our small establishment stranger!,,,,,,,,,,,,,,,,
dialogue_ju8Wq,"Be careful of the pirates, they are known to take slaves.",,,,,,,,,,,,,,,,
dialogue_OameC,This galaxy is full of opportunity!,,,,,,,,,,,,,,,,
dialogue_8q04e,The Zirax make finding a new home challenging.,,,,,,,,,,,,,,,,
dialogue_KOSSm,I wonder how far it is to the nearest trader station?,,,,,,,,,,,,,,,,
dialogue_0SSG8,Someday the galaxy will be at peace again.,,,,,,,,,,,,,,,,
dialogue_0eCii,Colonization is an incredible adventure!,,,,,,,,,,,,,,,,
dialogue_ymOqq,The forest whispers at night. I am glad we have our security fences in place.,,,,,,,,,,,,,,,,
dialogue_00Oia,"The remnants of the War of Silence can be felt everywhere, even on this planet.",,,,,,,,,,,,,,,,
dialogue_O6Oea,You say you are a Terran? I have not heard of your species. How is your Zirax prefect?,,,,,,,,,,,,,,,,
dialogue_Sm4Cd,I do not believe that you are from another galaxy. Go peddle your lies elsewhere.,,,,,,,,,,,,,,,,
dialogue_mCOWO,I heard a rumor that a new Empire has surfaced to challenge the Zirax! They call themselves the Kriel.,,,,,,,,,,,,,,,,
dialogue_aqiOK,"Our ship is a modest one, but she is adventure-ready!",,,,,,,,,,,,,,,,
dialogue_Ke0K8,I hope we do not run into any pirates.,,,,,,,,,,,,,,,,
dialogue_k0Kio,The pirates are constantly setting traps. Only last week my kin barely escaped one!,,,,,,,,,,,,,,,,
dialogue_SaK8O,Be sure you pay your right-to-travel fees or the Zirax will impound your ship!,,,,,,,,,,,,,,,,
dialogue_emeGO,The galactic currency is the credit.,,,,,,,,,,,,,,,,
dialogue_m0WOJ,<i>(back)</i>,,,,,,,,,,,,,,,,
dialogue_iSuOC,I hear there are civilizations that destroy themselves with environmental disasters. Who would ever be so foolish as to do that?,,,,,,,,,,,,,,,,
dialogue_aaqu8,<i>(leave)</i>,,,,,,,,,,,,,,,,
dialogue_qiIGq,<i>(leave)</i>,,,,,,,,,,,,,,,,
dialogue_OamCi,<i>(leave)</i>,,,,,,,,,,,,,,,,
dialogue_C7GiK,<i>(leave)</i>,,,,,,,,,,,,,,,,
dialogue_OWeCC,<i>(leave)</i>,,,,,,,,,,,,,,,,
dialogue_OKeCC,<i>(leave)</i>,,,,,,,,,,,,,,,,
dialogue_9ICOi,<i>(leave)</i>,,,,,,,,,,,,,,,,
dialogue_8i8aP,<i>(leave)</i>,,,,,,,,,,,,,,,,
dialogue_2SWOU,<i>(leave)</i>,,,,,,,,,,,,,,,,
dialogue_G8suC,<i>(leave)</i>,,,,,,,,,,,,,,,,
dialogue_Sa4xG,<i>(leave)</i>,,,,,,,,,,,,,,,,
dialogue_S88ko,<i>(leave)</i>,,,,,,,,,,,,,,,,
dialogue_iS8iq,<i>(leave)</i>,,,,,,,,,,,,,,,,
dialogue_8840K,<i>(leave)</i>,,,,,,,,,,,,,,,,
dialogue_qSK8u,<i>(leave)</i>,,,,,,,,,,,,,,,,
dialogue_C0i0M,<i>(leave)</i>,,,,,,,,,,,,,,,,
dialogue_E8GCC,<i>(leave)</i>,,,,,,,,,,,,,,,,
dialogue_0WZ88,We take what we want.,,,,,,,,,,,,,,,,
dialogue_uWemq,"The slaves sound restless, better fetch the electro-rod.",,,,,,,,,,,,,,,,
dialogue_CKW4l,"Your ship looks, nice...",,,,,,,,,,,,,,,,
dialogue_Cmu0G,The damn Zirax drove us to this fetid state.,,,,,,,,,,,,,,,,
dialogue_euaWH,"I will not succumb to poverty, if the galactic powers will not help us then we will help ourselves.",,,,,,,,,,,,,,,,
dialogue_4Ww84,"Where is Zaxks? I swear, if he spent another credit on the Trilinithane...",,,,,,,,,,,,,,,,
dialogue_ueC8a,"It was either this, or the rebellion, and the rebellion does not pay very well.",,,,,,,,,,,,,,,,
dialogue_48aGO,Scavenging is far better than my old job!,,,,,,,,,,,,,,,,
dialogue_4gaPG,"Smuggling is challenging with the Zirax, but is even worse with the Kriel.",,,,,,,,,,,,,,,,
dialogue_qSCex,We may end up helping the Zirax against the Kriel. Hives are not good for business.,,,,,,,,,,,,,,,,
dialogue_K0A8u,I never pay any taxes.,,,,,,,,,,,,,,,,
dialogue_eCmae,Our black market is the real power in the galaxy.,,,,,,,,,,,,,,,,
dialogue_mCSSi,"Your crew, how much would you want for them?",,,,,,,,,,,,,,,,
